accession,strain,qseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sseqid_2
AC114905,Mus musculus,Oe6_s07662,87.931,116,6,8,411,523,15075,15185,4.66e-26,130,10
AC116560,Ustilago hordei,Oe6_s03437,82.704,318,35,18,438,745,63072,63379,3.6e-66,265,5
AC116560,Ustilago hordei,Oe6_s03437,83.442,308,22,14,130,437,84452,84730,1.68e-64,259,5
AC116560,Ustilago hordei,Oe6_s03437,82.903,310,28,9,130,438,80366,80081,2.17e-63,255,5
AC116560,Ustilago hordei,Oe6_s03437,91.146,192,14,3,1073,1261,12146,12337,6.03e-64,257,5
AC116560,Ustilago hordei,Oe6_s03437,92.771,83,5,1,96,178,80445,80364,2.97e-22,119,5
AC116560,Ustilago hordei,Oe6_s03437,84.343,198,20,9,1151,1341,12144,12337,1.04e-41,183,5
AC116560,Ustilago hordei,Oe6_s03437,94.737,76,4,0,1266,1341,82389,82314,2.97e-22,119,5
AC116560,Ustilago hordei,Oe6_s03437,83.226,310,23,14,130,439,87276,87556,6.03e-64,257,5
AC116560,Ustilago hordei,Oe6_s03437,82.911,316,23,16,130,444,12753,13038,2.17e-63,255,5
AC116560,Ustilago hordei,Oe6_s03437,88.333,120,6,3,1034,1145,25078,24959,8.2e-28,137,5
AC116560,Ustilago hordei,Oe6_s03437,83.691,233,26,7,437,661,47363,47591,1.71e-49,209,5
AC116560,Ustilago hordei,Oe6_s03437,81.529,314,39,17,438,741,80597,80901,6.07e-59,241,5
AC116560,Ustilago hordei,Oe6_s03437,79.032,186,25,12,452,630,45916,45738,3.84e-21,115,5
AC116560,Ustilago hordei,Oe6_s03437,83.962,212,22,10,1135,1339,18600,18394,1.73e-44,193,5
AC116560,Ustilago hordei,Oe6_s03437,82.394,142,15,6,1187,1327,47730,47598,3.84e-21,115,5
AC116560,Ustilago hordei,Oe6_s03437,84.971,173,17,6,438,605,67870,67702,1.05e-36,167,5
AC116560,Ustilago hordei,Oe6_s03437,82.105,285,28,15,438,706,93203,92926,2.2e-53,222,5
AC116560,Ustilago hordei,Oe6_s03437,92.308,156,10,2,1108,1261,25078,24923,7.91e-53,220,5
AC116560,Ustilago hordei,Oe6_s03437,88.43,121,6,3,1033,1145,12181,12301,2.28e-28,139,5
AC116560,Ustilago hordei,Oe6_s03437,91.919,99,7,1,1128,1225,83819,83917,8.2e-28,137,5
AC116560,Ustilago hordei,Oe6_s03437,82.704,318,37,17,438,745,84178,83869,1e-66,267,5
AC116560,Ustilago hordei,Oe6_s03437,83.121,314,24,14,130,443,81900,81616,1.68e-64,259,5
AC116560,Ustilago hordei,Oe6_s03437,90.361,166,14,2,1098,1261,80945,80780,1.02e-51,217,5
AC116560,Ustilago hordei,Oe6_s03437,91.525,118,7,3,1111,1225,12144,12261,1.75e-34,159,5
AC116560,Ustilago hordei,Oe6_s03437,90.909,99,9,0,1092,1190,86685,86783,1.06e-26,134,5
AC116560,Ustilago hordei,Oe6_s03437,81.877,309,27,14,130,438,17975,17696,1.02e-56,233,5
AC116560,Ustilago hordei,Oe6_s03437,89.256,121,5,3,1033,1145,18548,18428,4.9e-30,145,5
AC116560,Ustilago hordei,Oe6_s03437,92.857,84,5,1,1108,1190,66886,66969,8.26e-23,121,5
AC116560,Ustilago hordei,Oe6_s03437,81.768,181,17,11,1168,1341,14849,15020,8.2e-28,137,5
AC116560,Ustilago hordei,Oe6_s03437,84.459,148,22,1,797,944,83715,83569,4.9e-30,145,5
AC116560,Ustilago hordei,Oe6_s03437,85.612,139,14,6,437,572,81587,81452,6.34e-29,141,5
AC116560,Ustilago hordei,Oe6_s03437,92.105,190,12,3,1073,1259,18583,18394,3.6e-66,265,5
AC116560,Ustilago hordei,Oe6_s03437,82.168,286,28,15,437,706,15206,14928,6.12e-54,224,5
AC116560,Ustilago hordei,Oe6_s03437,80.473,169,23,8,1179,1341,80944,80780,8.26e-23,121,5
AC116560,Ustilago hordei,Oe6_s03437,80.165,242,32,10,1108,1341,66339,66572,1.05e-36,167,5
AC116560,Ustilago hordei,Oe6_s03437,80.925,173,22,9,1175,1341,25090,24923,1.77e-24,126,5
AC116560,Ustilago hordei,Oe6_s03437,82.716,324,34,18,438,748,12525,12211,2.79e-67,268,5
AC116560,Ustilago hordei,Oe6_s03437,90.244,164,10,1,1033,1190,63449,63286,1.71e-49,209,5
AC116560,Ustilago hordei,Oe6_s03437,86.957,115,14,1,797,911,66206,66093,4.93e-25,128,5
AC116560,Ustilago hordei,Oe6_s03437,83.819,309,25,12,130,437,67417,67701,7.75e-68,270,5
AC116560,Ustilago hordei,Oe6_s03437,82.828,198,22,10,437,626,71198,71391,1.05e-36,167,5
AC116560,Ustilago hordei,Oe6_s03437,83.871,310,20,16,130,437,62799,62518,2.79e-67,268,5
AC116560,Ustilago hordei,Oe6_s03437,77.922,231,31,15,1120,1341,92799,93018,1.77e-24,126,5
AC116560,Ustilago hordei,Oe6_s03437,89.157,166,9,4,1034,1190,18588,18423,3.71e-46,198,5
AC116560,Ustilago hordei,Oe6_s03437,87.73,163,11,4,1037,1190,12144,12306,3.73e-41,182,5
AC116560,Ustilago hordei,Oe6_s03437,91.765,170,14,0,1092,1261,83824,83993,7.86e-58,237,5
AC116560,Ustilago hordei,Oe6_s03437,83.511,188,22,7,1128,1310,63509,63326,1.05e-36,167,5
AC116560,Ustilago hordei,Oe6_s03437,86.614,254,26,6,1092,1341,63504,63255,5.99e-69,274,5
AC116560,Ustilago hordei,Oe6_s03437,91.489,235,14,1,1033,1261,63489,63255,2.73e-82,318,5
AC116560,Ustilago hordei,Oe6_s03437,84.971,173,17,6,438,605,44412,44244,1.05e-36,167,5
AC116560,Ustilago hordei,Oe6_s03437,89.968,309,30,1,130,438,93433,93740,3.41e-106,398,5
AC116560,Ustilago hordei,Oe6_s03437,93.59,156,10,0,1073,1228,63483,63328,1.02e-56,233,5
AC116560,Ustilago hordei,Oe6_s03437,92.742,124,6,3,1108,1228,18588,18465,1.74e-39,176,5
AC116560,Ustilago hordei,Oe6_s03437,90.671,343,31,1,96,437,47215,46873,1.99e-123,455,5
AC116560,Ustilago hordei,Oe6_s03437,96.053,76,3,0,1266,1341,66925,67000,6.38e-24,124,5
AC116560,Ustilago hordei,Oe6_s03437,91.27,126,9,2,1137,1261,66876,67000,8.08e-38,171,5
AC116560,Ustilago hordei,Oe6_s03437,79.487,195,26,9,1073,1261,66386,66572,1.77e-24,126,5
AC116560,Ustilago hordei,Oe6_s03437,91.667,84,6,1,1108,1190,82428,82345,3.84e-21,115,5
AC116560,Ustilago hordei,Oe6_s03437,91.15,113,4,1,1033,1139,83839,83951,3.79e-31,148,5
AC116560,Ustilago hordei,Oe6_s03437,86.777,121,8,3,1033,1145,80936,80816,4.93e-25,128,5
AC116560,Ustilago hordei,Oe6_s03437,87.46,311,34,5,129,437,15433,15740,7.48e-93,353,5
AC116560,Ustilago hordei,Oe6_s03437,85.199,277,36,4,677,949,47758,48033,1.29e-70,279,5
AC116560,Ustilago hordei,Oe6_s03437,83.819,309,25,12,130,437,43959,44243,7.75e-68,270,5
AC116560,Ustilago hordei,Oe6_s03437,92.437,119,9,0,1073,1191,83845,83963,8.08e-38,171,5
AC116560,Ustilago hordei,Oe6_s03437,84.466,309,25,10,129,437,68073,68358,9.95e-72,283,5
AC116560,Ustilago hordei,Oe6_s03437,84.244,311,20,11,130,440,24506,24225,1.67e-69,276,5
AC116560,Ustilago hordei,Oe6_s03437,82.682,179,22,7,1168,1341,83819,83993,1.05e-31,150,5
AC116560,Ustilago hordei,Oe6_s03437,88.673,309,34,1,129,437,44640,44947,1.6e-99,375,5
AC116560,Ustilago hordei,Oe6_s03437,84.729,406,44,14,438,833,82129,82526,5.7e-104,390,5
AC116560,Ustilago hordei,Oe6_s03437,89.916,119,6,1,1033,1145,63409,63291,3.79e-31,148,5
AC116560,Ustilago hordei,Oe6_s03437,90,120,10,2,1073,1190,80930,80811,8.14e-33,154,5
AC116560,Ustilago hordei,Oe6_s03437,90.833,120,9,2,1143,1261,82432,82314,1.75e-34,159,5
AC116560,Ustilago hordei,Oe6_s03437,90.833,120,9,2,1073,1190,25073,24954,1.75e-34,159,5
AC118772,Rattus norvegicus,Oe6_s07662,88.034,117,6,8,410,523,82793,82682,1.3e-26,132,5
AC119572,Ustilago hordei,Oe6_s03437,85.174,344,26,10,100,442,42655,42336,1.26e-85,329,26
AC119572,Ustilago hordei,Oe6_s03437,84.483,406,44,17,438,833,8314,7918,9.54e-102,383,26
AC119572,Ustilago hordei,Oe6_s03437,90.083,121,4,3,1033,1145,89816,89936,1.05e-31,150,26
AC119572,Ustilago hordei,Oe6_s03437,83.614,415,40,20,438,833,1358,1763,3.45e-96,364,26
AC119572,Ustilago hordei,Oe6_s03437,89.935,308,25,1,130,437,8543,8844,1.58e-104,392,26
AC119572,Ustilago hordei,Oe6_s03437,86.154,325,25,15,1033,1341,89652,89972,9.74e-87,333,26
AC119572,Ustilago hordei,Oe6_s03437,85.251,339,25,12,100,437,62505,62819,1.63e-84,326,26
AC119572,Ustilago hordei,Oe6_s03437,81.716,268,30,13,437,692,121261,121001,2.22e-48,206,26
AC119572,Ustilago hordei,Oe6_s03437,78.221,326,54,12,100,412,145894,145573,1.73e-44,193,26
AC119572,Ustilago hordei,Oe6_s03437,82.407,216,36,2,719,932,17036,16821,8.03e-43,187,26
AC119572,Ustilago hordei,Oe6_s03437,79.167,312,42,19,438,735,42810,43112,4.8e-45,195,26
AC119572,Ustilago hordei,Oe6_s03437,84.091,308,20,11,130,437,9423,9145,7.75e-68,270,26
AC119572,Ustilago hordei,Oe6_s03437,85.942,313,35,5,642,949,47763,47455,1.63e-84,326,26
AC119572,Ustilago hordei,Oe6_s03437,90,120,4,3,1034,1145,20947,21066,3.79e-31,148,26
AC119572,Ustilago hordei,Oe6_s03437,89.32,309,32,1,130,437,48324,48632,7.37e-103,387,26
AC119572,Ustilago hordei,Oe6_s03437,84.81,158,19,4,1108,1261,43154,42998,8.14e-33,154,26
AC119572,Ustilago hordei,Oe6_s03437,89.82,167,8,4,1033,1190,89775,89941,2.22e-48,206,26
AC119572,Ustilago hordei,Oe6_s03437,90.228,307,30,0,131,437,4914,5220,2.63e-107,401,26
AC119572,Ustilago hordei,Oe6_s03437,85,200,18,12,1108,1299,89571,89766,1.73e-44,193,26
AC119572,Ustilago hordei,Oe6_s03437,85,280,29,6,437,707,146046,146321,2.15e-68,272,26
AC119572,Ustilago hordei,Oe6_s03437,81.579,190,26,5,1073,1261,52226,52045,3.79e-31,148,26
AC119572,Ustilago hordei,Oe6_s03437,87.948,307,36,1,131,437,148195,148500,4.47e-95,361,26
AC119572,Ustilago hordei,Oe6_s03437,81.435,237,33,7,1108,1341,52273,52045,1.04e-41,183,26
AC119572,Ustilago hordei,Oe6_s03437,85.159,283,22,15,1033,1299,89611,89889,2.15e-68,272,26
AC119572,Ustilago hordei,Oe6_s03437,90.446,157,15,0,765,921,119790,119634,6.16e-49,207,26
AC119572,Ustilago hordei,Oe6_s03437,84.039,307,26,10,132,438,120656,120939,5.99e-69,274,26
AC119572,Ustilago hordei,Oe6_s03437,91.167,317,26,2,126,442,121460,121774,1.21e-115,429,26
AC119572,Ustilago hordei,Oe6_s03437,87.281,228,16,7,442,661,17380,17158,3.63e-61,248,26
AC119572,Ustilago hordei,Oe6_s03437,89.677,310,29,3,129,437,1130,823,1.58e-104,392,26
AC119572,Ustilago hordei,Oe6_s03437,82.792,308,24,11,130,437,27163,27441,3.63e-61,248,26
AC119572,Ustilago hordei,Oe6_s03437,83.544,158,21,4,1108,1261,62006,62162,1.76e-29,143,26
AC119572,Ustilago hordei,Oe6_s03437,83.442,308,22,11,130,437,3088,3366,1.68e-64,259,26
AC119572,Ustilago hordei,Oe6_s03437,90.116,344,32,2,96,438,17533,17875,1.2e-120,446,26
AC119572,Ustilago hordei,Oe6_s03437,83.439,314,35,15,438,741,90157,89851,1.67e-69,276,26
AC119572,Ustilago hordei,Oe6_s03437,89.474,342,35,1,96,437,86313,85973,3.36e-116,431,26
AC119572,Ustilago hordei,Oe6_s03437,90,120,10,2,1073,1190,9987,9868,8.14e-33,154,26
AC119572,Ustilago hordei,Oe6_s03437,81.765,170,19,12,1137,1299,89561,89725,3.81e-26,132,26
AC119572,Ustilago hordei,Oe6_s03437,81.053,285,31,15,438,706,147970,147693,2.22e-48,206,26
AC119572,Ustilago hordei,Oe6_s03437,92.5,120,7,2,1073,1190,20952,21071,8.08e-38,171,26
AC119572,Ustilago hordei,Oe6_s03437,84.47,264,26,12,438,693,45855,46111,1.31e-60,246,26
AC119572,Ustilago hordei,Oe6_s03437,85.106,282,22,15,1034,1299,89571,89848,7.75e-68,270,26
AC119572,Ustilago hordei,Oe6_s03437,90.795,239,12,5,1033,1261,89734,89972,4.56e-80,311,26
AC119572,Ustilago hordei,Oe6_s03437,89.971,349,33,2,96,444,51703,51357,9.27e-122,449,26
AC119572,Ustilago hordei,Oe6_s03437,83.439,314,35,15,438,741,9652,9958,1.67e-69,276,26
AC119572,Ustilago hordei,Oe6_s03437,83.333,324,31,18,437,748,21288,20976,4.63e-70,278,26
AC119572,Ustilago hordei,Oe6_s03437,90.833,120,9,2,1073,1190,2520,2639,1.75e-34,159,26
AC119572,Ustilago hordei,Oe6_s03437,81.875,160,19,8,1188,1341,9992,9837,1.77e-24,126,26
AC119572,Ustilago hordei,Oe6_s03437,82.637,311,31,10,130,440,90386,90673,7.8e-63,254,26
AC119572,Ustilago hordei,Oe6_s03437,90.625,192,15,3,1073,1261,142721,142530,2.81e-62,252,26
AC119572,Ustilago hordei,Oe6_s03437,82.967,182,25,5,442,621,21363,21540,1.75e-34,159,26
AC119572,Ustilago hordei,Oe6_s03437,83.766,308,27,9,130,437,45627,45343,7.75e-68,270,26
AC119572,Ustilago hordei,Oe6_s03437,82.759,203,29,6,1143,1341,142730,142530,1.74e-39,176,26
AC119572,Ustilago hordei,Oe6_s03437,89.706,204,10,6,1033,1225,89693,89896,1.01e-61,250,26
AC119572,Ustilago hordei,Oe6_s03437,94.737,76,4,0,1266,1341,120162,120237,2.97e-22,119,26
AC119572,Ustilago hordei,Oe6_s03437,91.667,156,11,2,1108,1261,9992,9837,3.68e-51,215,26
AC119572,Ustilago hordei,Oe6_s03437,87.5,120,7,3,1034,1145,9992,9873,3.81e-26,132,26
AC119572,Ustilago hordei,Oe6_s03437,85.357,280,32,9,645,921,147681,147408,3.58e-71,281,26
AC119572,Ustilago hordei,Oe6_s03437,91.27,126,9,2,1137,1261,120113,120237,8.08e-38,171,26
AC119572,Ustilago hordei,Oe6_s03437,81.875,160,19,8,1188,1341,2515,2670,1.77e-24,126,26
AC119572,Ustilago hordei,Oe6_s03437,81.657,169,22,5,1160,1327,16991,17151,3.81e-26,132,26
AC119572,Ustilago hordei,Oe6_s03437,86.4,125,16,1,797,921,52370,52493,2.95e-27,135,26
AC119572,Ustilago hordei,Oe6_s03437,82.792,308,30,10,130,437,68975,69259,7.8e-63,254,26
AC119572,Ustilago hordei,Oe6_s03437,80.702,171,20,9,1080,1247,16991,17151,8.26e-23,121,26
AC119572,Ustilago hordei,Oe6_s03437,82.484,314,38,15,438,741,142345,142651,1.68e-64,259,26
AC119572,Ustilago hordei,Oe6_s03437,83.442,308,22,11,130,437,142116,141838,1.68e-64,259,26
AC119572,Ustilago hordei,Oe6_s03437,87.117,163,12,4,1037,1190,142723,142561,1.74e-39,176,26
AC119572,Ustilago hordei,Oe6_s03437,81.053,285,32,19,438,706,51854,52132,6.16e-49,207,26
AC119572,Ustilago hordei,Oe6_s03437,88.333,120,6,3,1034,1145,2515,2634,8.2e-28,137,26
AC119572,Ustilago hordei,Oe6_s03437,84.549,233,26,5,437,661,86461,86691,2.2e-53,222,26
AC119572,Ustilago hordei,Oe6_s03437,93.59,156,8,2,1108,1261,20947,21102,3.66e-56,231,26
AC119572,Ustilago hordei,Oe6_s03437,83.125,160,17,8,1188,1341,20947,21102,8.2e-28,137,26
AC119572,Ustilago hordei,Oe6_s03437,94.595,74,4,0,1268,1341,46111,46038,3.84e-21,115,26
AC119572,Ustilago hordei,Oe6_s03437,92.308,156,10,2,1108,1261,2515,2670,7.91e-53,220,26
AC119572,Ustilago hordei,Oe6_s03437,88.43,121,6,3,1033,1145,142686,142566,2.28e-28,139,26
AC119572,Ustilago hordei,Oe6_s03437,88.77,187,14,5,437,620,48096,47914,2.2e-53,222,26
AC119572,Ustilago hordei,Oe6_s03437,85.593,236,21,13,1073,1299,89576,89807,2.83e-57,235,26
AC119572,Ustilago hordei,Oe6_s03437,90.11,91,6,3,1137,1225,2505,2594,3.84e-21,115,26
AC119572,Ustilago hordei,Oe6_s03437,90.503,179,11,5,643,819,146330,146504,3.66e-56,231,26
AC119572,Ustilago hordei,Oe6_s03437,90.11,91,6,3,1137,1225,20937,21026,3.84e-21,115,26
AC120136,Mus musculus,Oe6_s07662,87.931,116,6,8,411,523,153840,153950,4.66e-26,130,9
AC120136,Mus musculus,Oe6_s07662,87.395,119,7,8,408,523,161104,161217,4.66e-26,130,9
AC120136,Mus musculus,Oe6_s07662,88.793,116,5,8,411,523,143134,143244,1e-27,135,9
AC120136,Mus musculus,Oe6_s07662,88.793,116,5,8,411,523,171902,172012,1e-27,135,9
AC120391,Mus musculus,Oe6_s07662,97.143,70,1,1,412,481,134841,134909,3.63e-22,117,6
AC124036,Mus musculus,Oe6_s07662,87.826,115,6,8,412,523,17254,17363,1.68e-25,128,5
AC127380,Homo sapiens,Oe6_s09260,79.763,1265,193,35,7,1242,46610,47840,0,859,4
AC127380,Homo sapiens,Oe6_s09260,83.678,1256,144,26,1,1242,47959,49167,0,1127,4
AC127380,Homo sapiens,Oe6_s09260,76.798,1293,227,40,3,1242,72259,73531,0,658,4
AC127380,Homo sapiens,Oe6_s09260,76.867,1232,203,47,59,1242,57164,58361,1.56e-173,621,4
AC127380,Homo sapiens,Oe6_s09260,77.226,1269,200,56,7,1240,65248,66462,0,660,4
AC127380,Homo sapiens,Oe6_s09260,79.654,1214,162,50,62,1232,46333,47504,0,795,4
AC127380,Homo sapiens,Oe6_s09260,78.145,1272,213,40,3,1245,47388,48623,0,749,4
AC127701,Homo sapiens,Oe6_s09260,76.85,1270,234,36,3,1242,154806,156045,0,662,2
AC127701,Homo sapiens,Oe6_s09260,77.194,1162,195,38,100,1244,108941,110049,2.61e-171,614,2
AC127701,Homo sapiens,Oe6_s09260,76.581,1281,227,41,4,1243,100584,101832,5.56e-178,636,2
AC127701,Homo sapiens,Oe6_s09260,79.839,1240,200,25,3,1216,49026,50241,0,859,2
AC127701,Homo sapiens,Oe6_s09260,76.395,1237,223,39,3,1216,155423,156613,5.64e-168,603,2
AC127701,Homo sapiens,Oe6_s09260,78.296,1244,221,30,3,1216,48449,49673,0,756,2
AC127701,Homo sapiens,Oe6_s09260,80.395,1265,182,43,7,1245,18665,17441,0,902,2
AC129779,Homo sapiens,Oe6_s09260,76.947,1297,210,53,8,1241,7746,9016,0,656,2
AC129779,Homo sapiens,Oe6_s09260,76.584,1247,206,47,14,1242,830,2008,4.36e-169,606,2
AC129779,Homo sapiens,Oe6_s09260,76.305,1245,219,46,3,1204,3027,4238,9.44e-166,595,2
AC129782,Homo sapiens,Oe6_s09260,79.796,1272,192,40,4,1242,8750,9989,0,865,3
AC129782,Homo sapiens,Oe6_s09260,76.535,1287,217,54,3,1243,18343,19590,1.2e-174,625,3
AC129782,Homo sapiens,Oe6_s09260,85.543,1252,158,14,3,1242,15196,16436,0,1288,3
AC129782,Homo sapiens,Oe6_s09260,85.817,1255,149,18,3,1242,6659,7899,0,1304,3
AC129782,Homo sapiens,Oe6_s09260,94.788,1036,38,5,209,1242,2,1023,0,1600,3
AC129782,Homo sapiens,Oe6_s09260,93.886,1194,53,7,1,1190,16555,17732,0,1783,3
AC129782,Homo sapiens,Oe6_s09260,78.712,1273,198,44,9,1242,13817,15055,0,782,3
AC129782,Homo sapiens,Oe6_s09260,88.576,1278,98,22,1,1242,1116,2381,0,1507,3
AC129782,Homo sapiens,Oe6_s09260,85.543,1252,158,14,3,1242,11452,12692,0,1288,3
AC129782,Homo sapiens,Oe6_s09260,83.743,1261,149,36,1,1231,14130,15364,0,1142,3
AC129782,Homo sapiens,Oe6_s09260,94.373,1244,51,6,1,1242,12811,14037,0,1892,3
AC129782,Homo sapiens,Oe6_s09260,84.086,1263,157,28,1,1242,15148,16387,0,1179,3
AC129782,Homo sapiens,Oe6_s09260,84.086,1263,157,28,1,1242,11404,12643,0,1179,3
AC129782,Homo sapiens,Oe6_s09260,84.437,1253,151,28,1,1232,6611,7840,0,1194,3
AC129782,Homo sapiens,Oe6_s09260,84.244,1263,155,28,1,1242,5205,6444,0,1190,3
AC129782,Homo sapiens,Oe6_s09260,91.732,1270,73,11,1,1242,2499,3764,0,1735,3
AC129782,Homo sapiens,Oe6_s09260,80.769,1274,192,34,1,1243,9337,10588,0,946,3
AC129782,Homo sapiens,Oe6_s09260,85.382,1245,161,12,3,1236,5253,6487,0,1271,3
AC129782,Homo sapiens,Oe6_s09260,94.373,1244,54,5,1,1242,3883,5112,0,1895,3
AC129782,Homo sapiens,Oe6_s09260,93.971,1244,56,6,1,1242,8018,9244,0,1864,3
AC129782,Homo sapiens,Oe6_s09260,93.65,1244,63,5,1,1242,10082,11311,0,1845,3
AC132607,Mus musculus,Oe6_s07662,87.611,113,6,8,411,520,37577,37684,2.17e-24,124,4
AC135776,Homo sapiens,Oe6_s09260,76.489,1276,221,51,3,1245,158377,157148,1.56e-173,621,3
AC136932,Homo sapiens,Oe6_s09260,76.929,1283,214,49,17,1243,131002,129746,0,654,4
AC136932,Homo sapiens,Oe6_s09260,76.73,1315,206,53,3,1245,128311,127025,1.2e-179,641,4
AC136932,Homo sapiens,Oe6_s09260,76.485,1263,204,51,26,1243,141297,142511,2.03e-167,601,4
AC136932,Homo sapiens,Oe6_s09260,76.712,1314,210,61,3,1245,126146,124858,3.32e-180,643,4
AC137499,Homo sapiens,Oe6_s09260,77.752,1272,219,38,3,1243,38152,36914,0,723,2
AC137499,Homo sapiens,Oe6_s09260,77.1,1262,211,47,7,1231,36089,34869,0,658,2
AC137499,Homo sapiens,Oe6_s09260,76.868,1258,206,50,12,1232,5188,6397,7.2e-177,632,2
AC137499,Homo sapiens,Oe6_s09260,79.714,1257,198,37,4,1242,9061,10278,0,856,2
AC137499,Homo sapiens,Oe6_s09260,77.074,1169,200,42,105,1230,6506,7649,9.38e-171,612,2
AC137499,Homo sapiens,Oe6_s09260,78.638,1278,201,45,7,1241,4331,5579,0,782,2
AC137499,Homo sapiens,Oe6_s09260,77.44,1281,199,49,3,1245,42108,40880,0,682,2
AC137499,Homo sapiens,Oe6_s09260,79.554,1257,195,36,7,1224,6459,7692,0,841,2
AC137499,Homo sapiens,Oe6_s09260,79.904,1249,183,30,3,1245,40643,39457,0,854,2
AC137499,Homo sapiens,Oe6_s09260,76.13,1261,233,42,3,1232,2446,3669,7.3e-167,599,2
AC137499,Homo sapiens,Oe6_s09260,76.75,1286,221,46,3,1243,47348,46096,0,647,2
AC137499,Homo sapiens,Oe6_s09260,77.152,1278,206,53,7,1231,34784,33540,0,664,2
AC137499,Homo sapiens,Oe6_s09260,77.063,1260,194,50,26,1243,5664,6870,1.55e-178,638,2
AC144903,Homo sapiens,Oe6_s09260,79.485,1282,191,43,1,1245,3200,1954,0,845,1
AC144903,Homo sapiens,Oe6_s09260,99.116,1245,11,0,1,1245,6283,5039,0,2239,1
AC144903,Homo sapiens,Oe6_s09260,80.915,1268,182,36,1,1242,2722,1489,0,946,1
AC144903,Homo sapiens,Oe6_s09260,80,1275,190,40,1,1245,7222,5983,0,881,1
AC144903,Homo sapiens,Oe6_s09260,79.938,1291,186,47,1,1245,6751,5488,0,881,1
AC144903,Homo sapiens,Oe6_s09260,79.535,1290,192,47,1,1245,4975,3713,0,854,1
AC144903,Homo sapiens,Oe6_s09260,98.536,478,7,0,1,478,478,1,0,845,1
AC144903,Homo sapiens,Oe6_s09260,76.911,1256,228,39,7,1231,7835,6611,0,656,1
AC144903,Homo sapiens,Oe6_s09260,80.766,1253,193,35,1,1235,9141,7919,0,935,1
AC144903,Homo sapiens,Oe6_s09260,98.715,1245,16,0,1,1245,4508,3264,0,2211,1
AC144903,Homo sapiens,Oe6_s09260,98.715,1245,16,0,1,1245,1786,542,0,2211,1
AC144903,Homo sapiens,Oe6_s09260,94.061,1246,70,2,1,1245,8580,7338,0,1888,1
AC144903,Homo sapiens,Oe6_s09260,79.535,1290,193,48,1,1245,2254,991,0,854,1
AC145751,Homo sapiens,Oe6_s09260,76.202,1290,218,55,3,1245,6529,5282,7.3e-167,599,1
AC145751,Homo sapiens,Oe6_s09260,82.53,1265,161,32,7,1245,17758,16528,0,1057,1
AC145751,Homo sapiens,Oe6_s09260,77.266,1302,208,45,3,1245,8116,6844,0,684,1
AC145751,Homo sapiens,Oe6_s09260,76.426,1315,211,56,7,1243,18126,16833,5.6e-173,619,1
AC146133,Pan troglodytes,Oe6_s09260,76.301,1287,210,56,3,1243,145705,144468,7.3e-167,599,3
AC146133,Pan troglodytes,Oe6_s09260,81.2,1250,187,30,7,1232,157335,156110,0,963,3
AC146133,Pan troglodytes,Oe6_s09260,78.416,1288,189,51,12,1243,157425,156171,0,756,3
AC146133,Pan troglodytes,Oe6_s09260,76.238,1292,222,55,3,1245,156532,155277,4.36e-169,606,3
AC146133,Pan troglodytes,Oe6_s09260,78.396,1259,196,45,3,1224,157115,155896,0,749,3
AC146133,Pan troglodytes,Oe6_s09260,77.537,1291,204,48,7,1243,155203,153945,0,699,3
AC146133,Pan troglodytes,Oe6_s09260,82.578,1280,161,37,3,1245,158801,157547,0,1072,3
AC146133,Pan troglodytes,Oe6_s09260,78.964,1274,185,51,3,1242,157676,156452,0,791,3
AC146179,Pan troglodytes,Oe6_s09260,76.208,1324,205,61,3,1243,97967,96671,7.3e-167,599,2
AC146179,Pan troglodytes,Oe6_s09260,76.534,1304,217,48,3,1243,157811,156534,2.59e-176,630,2
AC146179,Pan troglodytes,Oe6_s09260,76.438,1252,231,40,7,1232,102467,101254,5.6e-173,619,2
AC146179,Pan troglodytes,Oe6_s09260,76.648,1259,214,45,12,1243,99094,97889,4.33e-174,623,2
AC146179,Pan troglodytes,Oe6_s09260,78.417,1200,201,38,59,1245,98790,97636,0,728,2
AC146179,Pan troglodytes,Oe6_s09260,81.732,1270,165,39,7,1245,103257,102024,0,998,2
AC146179,Pan troglodytes,Oe6_s09260,76.365,1282,220,52,3,1245,151512,150275,9.38e-171,612,2
AC153654,Mus musculus,Oe6_s07662,87.611,113,6,8,411,520,41978,41871,2.17e-24,124,4
AC159964,Mus musculus,Oe6_s07662,97.143,70,1,1,412,481,39851,39919,3.63e-22,117,5
AC163895,Rhizophagus intraradices,Oe6_s06580,76.805,651,129,17,8077,8713,25537,24895,2.93e-89,346,2
AC167666,Culex quinquefasciatus,Oe6_s02653,76.74,5516,1105,128,2253,7679,97651,103077,0,2915,4
AC174000,Pan troglodytes,Oe6_s09260,76.768,1287,196,58,3,1243,8328,9557,1.2e-174,625,3
AC182585,Pan troglodytes,Oe6_s07662,86.207,116,6,10,410,521,112364,112473,3.63e-22,117,3
AC205586,Homo sapiens,Oe6_s09260,77.116,1276,223,44,3,1242,35279,34037,0,675,1
AC212795,Homo sapiens,Oe6_s07662,87.5,112,6,8,413,521,15690,15584,7.8e-24,122,2
AC212795,Homo sapiens,Oe6_s07662,87.5,112,6,8,413,521,34159,34053,7.8e-24,122,2
AC212795,Homo sapiens,Oe6_s07662,87.5,112,6,8,413,521,3406,3300,7.8e-24,122,2
